Company,Reviewer Verification Status,Rating,Approximate Date of Review,Sentiment,NPS,Topic 1,Topic 2,Topic 3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
British Gas,Not Verified,1,2019-12-01,Negative,,,,,last,make,payment,account,october,reduced,value,previously,pay,payment,plan,set,make,payment,monthly,confirm,check,balance,online,dec,jan,balanced,show,zero,point,make,enquiry,regard,balance,receive,email,agent,sachin,aware,january,state,balance,zero,would,bill,soon,receive,bill,call,evening,discuss,speak,agent,call,shiny,explanation,something,along,line,customer,ask,much,owe,tell,zero,bill,generate,use,actual,fact,ask,much,owe,use,expect,give,accurate,balance,amount,owe,point,monthly,plan,tell,would,change,take,umbrage,explanation,agent,say,sound,like,try,pay,bill
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,would,give,star,review,let,thief,beware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,5,2019-12-01,Positive,,,,,happy,customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,soon,move,home,letter,arrive,someone,name,return,letter,state,know,address,unknown,time,letter,confirm,switch,realize,supplier,telephone,say,unable,stop,switch,would,call,explain,mistake,call,say,would,speak,person,name,letter,explain,knowledge,certainly,live,address,would,accept,inform,owner,pay,bill,name,suggest,put,end,switch,refuse,claim,request,make,tell,request,correct,nothing,could,plan,argue,waste,time,telephone,expense,meantime,supplier,back,stick,middle,call,supplier,keep,say,sort,mess,agree,say,someone,request,switch,address,error,woman,state,well,happen,say,well,could
British Gas,Verified Reviewer,2,2019-12-01,Positive,,,,,take,money,house,insurance,hour,find,two,day,later,insure,contact,tell,refund,would,take,day,come,back,later,find,insurance,axe,offer,apology,still,money,back,lay,money,insure,house,big,company,need,bring,level,careful,insure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,book,one,repair,online,call,check,hear,lose,booking,despite,confirmation,email,junk,mail,tell,engineer,late,call,engineer,cancel,time,replacement,would,call,engineer,book,come,low,cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,5,2019-12-01,Positive,,,,,would,like,say,delighted,service,receive,scottish,today,annual,boiler,inspection,conduct,nigel,thorough,inspection,boiler,radiator,also,take,time,answer,question,various,aspect,central,heating,friendly,manner,professional,knowledgeable,efficient,absolute,credit,firm,oh,bonus,price,pay,much,cheap,advertise,website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,homemade,plan,appointment,engineer,tuesday,follow,night,shift,wait,tell,engineer,come,home,one,attend,afternoon,still,nobody,turn,give,next,appointment,follow,friday,wait,whole,day,nobody,turn,call,time,day,reassure,engineer,way,final,phone,call,customer,service,advise,job,never,send,really,disappointed,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2019-12-01,Negative,,,,,bad,customer,service,think,big,care,price,astronomical,comparrison,send,letter,debt,collector,paid,never,use,care,customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2019-12-01,Negative,,,,,switch,supplier,fine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,customer,service,joke,basically,boiler,break,saturday,evening,could,engineer,fix,problem,monday,turn,ring,let,know,way,fair,play,spend,hour,try,fix,explain,great,work,although,think,morning,wednesday,thing,break,problem,water,heating,ring,thursday,morning,noon,explain,without,hot,water,heat,day,week,already,expect,go,without,another,day,instead,come,fix,problem,fix,day,appal,service,pay,advertise,product,need,ensure,man,power,fill,customer,expectation,custom,next,year,offer,one,payment,inconvenience,ill,take,money,service,pay,expect,want,future,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,landlord,care,greatly,safety,speedy,service,tenant,help,fulfill,service,contract,service,year,minor,problem,many,time,late,experience,proverbial,straw,three,time,assure,electrical,work,carefully,explain,staff,would,carry,contract,even,promise,note,effect,would,pass,electrician,yet,refuse,work,also,link,number,fail,appointment,enquiry,week,boiler,matter,bring,promise,call,back,never,fulfil,make,official,complaint,month,issue,letter,apologise,false,information,give,admit,failure,respond,still,give,essential,information,result,electrical,fault,boiler,thoroughly,disillusion,contract,cost,per,year,probably,next,year,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,rip,merchant,extremely,poor,customer,service,review,hold,minute,far,rubbish,company,bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,make,complaint,regard,service,engineer,complaint,brush,carpet,customer,service,manager,ignore,contact,via,email,disgusting,company,leave,go,elsewhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,2,2019-12-01,Positive,,,,,great,difficulty,book,annual,boiler,service,within,month,homemade,contract,try,book,september,appointment,late,january,day,contract,end,twice,january,phone,cancel,impressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,bad,supplier,ever,go,near,pole,switch,another,supplier,dispute,final,meter,read,hand,dispute,ongoing,go,ahead,mutilate,credit,report,call,time,day,someone,responsible,correct,issue,unbelievable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,trust,flabbergast,fact,come,old,bill,assume,settle,transfer,sainsburys,correspondence,reminder,text,foreign,call,center,year,later,threaten,late,payment,charge,report,debt,collection,agency,even,though,still,via,sainsbury,take,year,outrageous,make,matter,bad,report,credit,agency,go,credit,rating,add,insult,injury,engineer,fail,turn,two,occasion,fit,new,meter,say,sorry,offer,odd,pound,year,old,bill,know,still,exist,completely,unacceptable,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,2,2019-12-01,Positive,,,,,keep,wait,phone,min,sort,problem,tell,could,sort,give,transaction,credit,speak,different,staff,like,past,pillow,post,like,keep,wait,phone,long,time,go,shop,different,time,cause,great,problem,co,op,staff,want,pleasant,feel,keep,send,backwards,forward,co,op,card,want,end,call,time,space,hour,sort,text,receive,confuse,co,op,staff,confuse,lot,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,reward,program,christmas,try,access,week,worth,free,electric,unable,would,let,logo,pay,bill,problem,something,free,chance,ring,member,staff,try,unfortunately,could,access,ring,back,next,day,still,could,access,goodwill,gesture,offer,pound,year,loyal,customer,electric,seem,bit,insult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2019-12-01,Negative,,,,,unbelievable,expensive,company,customer,service,terrible,know,anything,want,pay,lot,go,good,option,otherwise,go,find,another,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,make,sick,billing,cross,meter,lodge,complaint,time,take,month,give,decision,end,pay,excess,awful,department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,bad,customer,service,year,put,variable,price,contract,elderly,partially,sighted,would,hope,look,account,honestly,suppose,charge,unit,rate,double,cost,tempting,shame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,show,yet,lose,time,work,show,time,complain,ask,reschedule,point,year,last,dreadful,engineer,blame,office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,schedule,appointment,engineer,late,could,make,appoint,time,forget,book,appointment,engineer,never,come,call,tell,could,fix,problem,qualified,bad,company,ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2019-12-01,Negative,,,,,dreadful,billing,invite,system,appal,lead,constant,harassment,invoice,already,pay,invite,property,long,exist,two,year,demolition,inability,match,meter,reading,siren,billing,department,quite,hopeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2019-12-01,Negative,,,,,disaster,disaster,many,year,unreliable,contradict,downright,give,wrong,information,refuse,provide,sort,reasonable,customer,service,call,emergency,breakdown,unless,child,house,likely,prioritise,appointment,cancel,include,take,day,work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2019-12-01,Negative,,,,,business,totally,rubbish,disgust,tariff,even,expensive,supplier,even,charge,pound,late,payment,despite,bill,keep,miss,avoid,horrible,company,fix,term,plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,try,hike,annual,homemade,cost,agree,allow,continue,pay,privilege,two,month,later,learn,cancel,account,learn,fact,easy,speak,three,different,customer,service,executive,pass,one,another,without,warn,cut,last,resort,online,chat,eventually,realise,futile,communicate,someone,either,clue,train,customer,frustration,tactic,transcript,prove,anyway,point,homemade,without,doubt,bad,company,ever,misfortune,engage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2019-12-01,Negative,,,,,call,emergency,office,close,monday,also,call,yesterday,close,reasonable,sunday,top,app,forever,one,available,help,ridiculous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,homemade,customer,year,feel,compel,comment,ever,decrease,customer,offer,firstly,annual,pantomime,renewal,process,unsuccessfully,attempt,increase,premium,recent,farce,involve,book,service,receive,email,reminder,prompt,customer,account,web,page,find,next,available,appointment,march,two,month,away,apparently,shortage,engineer,busy,knowthis,annoying,habit,increase,dramatically,decrease,monthly,direct,debit,despite,account,always,credit,finally,persuade,change,supplier,requirement,home,care,another,case,customer,loyalty,appreciate,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2019-12-01,Negative,,,,,home,care,year,first,time,call,week,xmas,tell,need,new,exchange,unit,come,fit,seal,pipe,flood,house,eng,come,fix,break,front,panel,boiler,blow,electric,red,eng,come,service,fix,eng,try,fix,break,even,say,would,order,part,eng,say,part,order,fix,apply,black,gaffer,tape,eng,apologetic,try,good,work,say,could,part,fix,raise,official,complaint,tell,contact,week,later,contact,make,ring,back,tell,defiantly,contact,within,next,day,week,ago,ring,still,process,complaint,please,use,customer,service,bad,ever,experience,engineer
British Gas,Not Verified,1,2019-12-01,Negative,,,,,bad,company,world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,would,give,zero,star,option,available,appliance,breakdown,insurance,year,recommendation,friend,never,need,call,washing,machine,break,december,rather,mess,phone,book,appointment,online,appointment,red,jan,hour,powell,come,go,come,lengthen,speak,online,via,chat,liven,account,first,greet,good,evening,since,evening,uk,remind,person,afternoon,really,useless,speak,heathen,speak,another,person,actually,mark,phone,park,assure,mix,appointment,want,morning,one,wait,contract,ans,day,appointment,leave,message,tyler,phone,back,taut,rest,assure,engineer,would,due,fact,engineer,possibly,busy,fix,someone,else,appliance
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,engineer,burst,main,water,pipe,fix,heating,night,flood,new,kitchen,ceiling,electric,side,unit,take,almost,two,day,fix,different,engineer,turn,say,tool,work,toilet,hot,water,almost,two,day,absolutely,atrocious,service,home,care,final,guy,dino,brilliant,smash,new,bathroom,tile,access,pipe,tell,engineer,cause,much,stress,lose,money,pre,pay,event,keep,wait,someone,else,arrive,tell,tool,apparently,tell,come,anyway,even,though,tell,tool,would,able,fix,problem,still,wait,manager,call,back,complaint,,,,,,,,,
British Gas,Not Verified,5,2019-12-01,Positive,,,,,usually,write,review,start,use,online,must,say,user,friendly,need,speak,advisor,phone,call,back,service,really,quick,always,good,customer,service,could,give,call,communication,company,run,money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2019-12-01,Negative,,,,,kitchen,floor,tile,stand,alone,cooker,customer,cooker,short,chain,need,cooker,disconnect,enable,tiger,stand,need,cooker,reconnecte,quote,cooker,disconnected,one,reconnecte,yes,nearly,actual,tile,cost,shame,greedy,entirely,irresponsible,think,people,might,try,job,could,put,risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,leave,disappointing,service,currently,move,property,smart,meter,call,ask,switch,smart,function,revert,meter,traditional,one,interfere,relative,pacemaker,customer,service,unhelpful,patronize,disappointed,customer,service,switch,different,supplier,cancel,insurance,want,anything,company,care,little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,big,joke,company,deal,outcome,deal,joke,leave,last,two,week,make,christmas,cold,one,hot,food,job,properly,everything,would,fine,fit,new,break,meter,unable,top,round,time,last,week,put,emergency,meter,top,problem,still,fix,one,thinking,sign,dehumanizing,company,think,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2019-12-01,Negative,,,,,letter,cmnd,cl,let,agree,chat,online,bill,pay,direct,debit,month,start,december,agree,amount,per,month,period,six,month,letter,paypscchgeddincr,show,bank,account,detail,amount,payable,indicate,agree,payment,direct,debit,paragraph,make,life,easy,question,take,agree,amount,bank,please,refrain,send,frightening,letter,threatening,overtone,please,read,online,chat,confirm,david,dorrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2019-12-01,Negative,,,,,glad,leave,company,suppose,service,boiler,year,pay,monthly,service,leave,independent,service,engineer,service,boiler,say,never,service,year,apparently,bowl,boiler,collect,sediment,suppose,empty,never,empty,water,heating,never,hot,ill,stick,independent,engineer,one,disgrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,trust,pilot,review,category,review,setting,help,log,alternate,text,anna,london,company,review,count,review,photo,anna,anna,reviews,london,star,star,star,star,star,update,simply,shambolic,home,care,boiler,cover,customer,service,quite,shambolic,repair,job,properly,first,place,lead,boiler,break,next,day,week,call,plumber,would,send,engineer,till,monday,leave,family,boiler,whole,weekend,boiler,break,week,different,engineer,attend,mean,come,back,follow,day,part,replace,first,place,guess,could,receive,wrong,part,finally,turn,day,later,right,part,guess,manage,change,another,part
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,shame,pick,star,awful,service,lack,review,state,take,day,work,annual,boiler,service,first,one,take,cover,tell,engineer,would,arrive,update,online,constantly,say,area,call,chase,one,turn,tell,next,job,agent,would,check,tell,hold,job,cancel,agent,polite,fault,although,complete,lack,customer,service,communication,regard,cancellation,day,work,waste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2019-12-01,Negative,,,,,take,day,work,engineer,visit,tell,phone,call,say,engineer,useless,explanation,tough,renew,contact,since,way,treat,customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,day,still,hot,water,update,day,wait,patiently,appointment,hour,wait,still,without,hot,water,also,explain,medical,condition,make,prone,problem,job,even,complex,one,tempt,sort,privately,call,time,far,friday,push,speak,manager,manager,apologise,promise,call,back,chase,yesterday,minute,long,call,apologise,fail,call,back,update,sunday,still,hot,water,update,expect,pay,expensive,homemade,cover,month,bad,thing,even,complex,job,commonly,available,part,need,replace,give,medical,condition,ask,pay,someone,privately,fix,despite,pay,monthly,fee,sort,main,priority,hot,water,say,would
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,absolutely,rubbish,service,horrible,keep,opening,account,old,address,end,account,bill,every,month,every,time,speak,somebody,promise,account,close,day,week,month,later,receive,bill,absolutely,disgusting,never,use,aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,homemade,agreement,home,appliance,cover,microwave,break,report,november,early,appointment,december,day,later,call,cancel,appointment,red,offer,appointment,forthe,december,complaint,good,enough,complaint,log,call,see,one,call,complaint,filling,speak,offer,agood,gesture,today,one,turn,mad,another,complaint,appointment,december,anyone,look,microwave,would,give,zero,star,would,stay,way,appliance,policy,take,premium,one,work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2019-12-01,Negative,,,,,try,make,appointment,nu,flame,slimme,radiant,yrs,old,fire,repair,first,two,appointment,attend,actually,cancel,without,notification,engineer,turn,third,appointment,spend,lot,time,look,computer,second,look,fire,announce,fire,approve,list,could,repair,work,fire,thank,waste,around,day,time,give,full,detail,fire,problem,make,appointment,radiant,popular,brand,ring,nu,flame,confirm,carry,repair,fire,would,give,star,allow,derek,wright,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2019-12-01,Negative,,,,,absolute,liar,miss,appointment,phone,call,engineer,go,late,call,next,day,tell,engineer,visit,one,answer,confront,gentleman,line,disconnect,magically,call,tell,story,offer,appointment,almost,two,month,later,refuse,insist,fill,complaint,story,however,engineer,change,engineer,new,area,hence,could,find,address,offer,compensation,want,progress,complaint,save,liar,phone,minute,around,minute,complaint,team,tell,call,two,day,insist,complaint,number,might,real,definite,liar,look,like,common,practice,sure,one,call,let,see,,,,,,,,,,,,
British Gas,Not Verified,1,2019-12-01,Negative,,,,,dreadful,company,deal,move,house,take,four,phone,call,account,move,telephone,staff,helpful,take,far,long,speak,someone,problem,account,move,away,determine,never,use,bad,provider,uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2019-12-01,Negative,,,,,pay,annual,homemade,agreement,number,year,last,month,away,boiler,develop,fault,discover,son,immediately,contact,try,arrange,call,homemade,agreement,fault,discover,friday,night,ring,new,zealand,time,two,attempt,make,arrange,visit,automate,system,unable,comprehend,information,cut,eventually,human,tell,first,available,slot,following,monday,facilitate,appointment,son,take,day,work,loss,earning,day,appointment,engineer,finally,arrive,mean,son,really,take,day,work,could,easily,work,round,attendance,problem,engineer,infer,boiler,service,recently,despite,service,supposedly,conduct,within,last,three,month,also,state,problem,relate,motherboard
British Gas,Not Verified,1,2020-12-01,Negative,,0.353637916969615,0.6428150386226128,0.0035470444077721932,touch,homemade,care,annual,service,cancel,lunch,time,day,new,date,give,yes,end,contract,date,customer,service,people,keep,pass,people,rude,unhelpful,use,couid,excuse,renew,contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,yr,old,mum,wait,day,heating,hot,water,make,phone,call,lie,disgrace,duty,care,towards,spend,pound,portable,heating,stay,semi,warm,waste,money,home,care,plan,massive,con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,cancel,boiler,cover,less,impressed,charge,fix,boiler,tell,engineer,water,system,cause,problem,surprise,surprise,cover,speak,engineer,say,rubbish,water,system,fine,common,excuse,fix,proper,fault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,homemade,plan,washing,machine,want,work,properly,call,make,week,ago,tell,initial,appointment,would,week,later,ok,due,current,pandemic,engineer,come,appointment,order,part,come,thursday,use,washing,machine,friday,leak,flood,whole,kitchen,immediately,phone,emergency,appointment,make,saturday,anytime,wait,phone,tell,emergency,appointment,appliance,weekend,ask,speak,manager,thing,tell,open,still,wait,absolutely,appalling,service,parent,receive,homemade,customer,year,old,property,afford,go,public,launderette,go,currently,appliance,could,use,one,completely,useless,due,fault,floor,kitchen,completely,ruin,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,homemade,plan,washing,machine,want,work,properly,call,make,week,ago,tell,initial,appointment,would,week,later,ok,due,current,pandemic,engineer,come,appointment,order,part,come,thursday,use,washing,machine,friday,leak,flood,whole,kitchen,immediately,phone,emergency,appointment,make,saturday,anytime,wait,phone,tell,emergency,appointment,appliance,weekend,ask,speak,manager,thing,tell,open,still,wait,absolutely,appalling,service,parent,receive,homemade,customer,year,old,property,afford,go,public,launderette,go,currently,appliance,could,use,one,completely,useless,due,fault,floor,kitchen,completely,ruin,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,give,one,price,supply,electric,sign,cost,triple,would,thing,put,right,stay,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,agree,new,boiler,instal,never,expect,job,contract,joe,blog,road,adviser,never,mention,call,engineer,time,rectify,problem,system,hope,nightmare,end,soon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,terrible,customer,service,experience,would,recommend,absolutely,empathy,want,work,government,couid,guideline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,terrible,homemade,service,pastor,first,time,real,emergency,boiler,flooding,utility,room,completely,isolate,water,even,run,water,go,app,allow,book,emergency,call,give,date,day,later,absolutely,useless,ring,customer,service,lucky,catch,close,night,promise,someone,attend,early,next,day,fail,turn,next,day,even,ring,late,afternoon,later,rang,complain,tell,try,ring,three,time,utter,lie,modern,phone,recognise,miss,call,try,well,excuse,next,time,try,blame,show,eventually,insist,someone,come,allow,run,water,hour,later,still,await,repair,part,expect,arrive,within,hour
British Gas,Not Verified,1,2020-12-01,Negative,,,,,son,move,new,flat,today,pre,payment,meter,electric,try,numerous,time,today,put,stupid,automate,service,electricity,vulnerable,adult,appal,service,shame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,pay,bill,time,great,punitive,charge,account,use,normal,amount,home,great,offer,one,price,charge,throughout,year,would,like,speak,someone,great,chat,box,operate,monkey,type,stick,progressive,degenerative,neurological,disease,welcome,onus,fend,aggressive,devious,charge,already,add,bill,know,busy,dig,hard,shaft,love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,write,review,behalf,mum,mean,post,pensioner,live,south,cambridgeshire,contract,service,boiler,year,recently,contact,say,unable,carry,service,year,refund,money,service,find,local,accredited,tradesman,job,discover,magna,flow,filter,clean,year,badly,silt,need,replace,check,record,engineer,tick,box,say,clean,filter,every,year,clearly,case,blatantly,lie,customer,charge,work,carry,complain,offer,discount,new,service,agreement,clearly,want,poor,job,believe,compensate,new,filter,least,shock,behavior,especially,company,portray,warm,trustworthy,reliable,,,,,,,,,,,
British Gas,Verified Reviewer,1,2020-12-01,Negative,,,,,one,homemade,plan,book,annual,inspection,month,ago,appointment,day,keep,receive,message,say,engineer,way,close,receive,call,someone,claim,area,dispatcher,say,cancel,appointment,try,explain,difficult,take,time,want,know,commanding,manner,force,cancellation,make,wait,home,till,cancel,appointment,person,cancel,appointment,emphatic,sound,argumentative,year,cancel,membership,put,claim,lost,day,suffering,wait,hear,another,homemade,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,give,great,promise,stick,first,priority,money,belt,boiler,cover,come,june,house,minute,run,boiler,leave,front,door,open,look,slam,cover,shut,run,stair,service,cooker,check,heater,make,complaint,might,something,never,use,stay,away,want,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,wait,electric,payment,card,day,call,today,tell,ask,card,wait,another,day,electric,card,happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Gas,Not Verified,1,2020-12-01,Negative,,,,,switch,power,offer,smart,meter,well,deal,power,year,final,year,bill,year,electricity,work,home,expect,high,change,stop,work,home,rarely,home,bill,year,estimate,around,base,previous,usage,power,really,surprised,quarter,increase,could,understand,smart,meter,stop,work,give,type,read,possible,obtain,reading,electricity,box,receive,final,bill,whole,year,work,wattage,send,seem,way,high,year,live,address,fact,almost,double,one,year,call,customer,service,agree,odd,could,tell,estimate,figure,come,pass,various,department,back,one,could,help,could,bother,eventually,cut,call
British Gas,Not Verified,1,2020-12-01,Negative,,,,,use,one,member,staff,claim,never,receive,reading,number,tell,owe,despite,another,member,staff,say,send,someone,read,give,date,receive,reading,tell,debt,collector,would,come,pay,claim,pay,worth,bill,pay,rude,staff,appalling,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
