Company,Reviewer Verification Status,Date,Rating,Review
British Gas,,Posted 2 months ago,1,"“
It has to be the worst company I have ever experienced, customer service no existing told lie after lie faulty towers is run better disgrace
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
British gas have contravened the BS standards on my installation.  No water checks were carried out so I had no heating from October until April. They carried out 4 power flushes to rectify but still the system is blocked. They admit that they do not carry out the water tests to the 7593 and do not check the PH balance even though the new rules are mandatory. The operations Manager did not know what the New Part L regs are so how are they being followed.  The customer now has to pay to put right the block caused from the magnetite sludge running through the system and causing the massive block. Do not use this company.
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
Absolutely bad customer service and when they take a holding deposit for your account once you cancel due to their bad service they do not refund you, such big scammers. Do not deal with them very bad company and no interest in the customer, just keep taking your money even though they are incompetent.
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
Left my parents, who were both at end of life
Without servicing their boiler for two years, whilst they were in contract for yearly services. This upset them, they rang persistently to chase as did we, explaining their circumstances. One cold, heartless company. AVOID
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
The company is beyond incompetent and I haven't even joined them yet!  Took down an incorrect supply address, initially told me they couldn't change it although they would be transferring the supply of someone else and after an hour on the phone managed to change it but couldn't send me a corrected contract.  Wasted a whole afternoon with nonsensical drivel coming back at me and I'm staying with Octopus.  Lucky escape on my part.
”"
British Gas,,Posted 2 months ago,1,"“
Having ceased my long standing Homecare agreement because of problems, I hoped my worst experiences with British Gas were behind me only to now find that in addition to taking money from my energy account to pay the bills British Gas have taken an additional £1300+ out of the account without explanation. I sought clarity only to be told that the account was up to date. I have put in a formal complaint and am 13 days into their 21 day promise of a reply. I wouldn’t put money of their promise being met.
”"
British Gas,,Posted 2 months ago,1,"“
almost 2 years chasing them to get an online account, it's literally the worst customer service I've been seen
”"
British Gas,,Posted 2 months ago,1,"“
Absolutely useless,  wrong tariff input so reading are us . No reply from so called customer service
”"
British Gas,,Posted 2 months ago,1,"“
Absolutely disgusting company. I am on a prepayment meter and was struggling to top up both gas and electricity. Both were completely off supply. Also on the priority register. According to ofgem, in this situation energy supplier must support you with credit until you are able to top up. I was told to choose. They would only support me with gas OR electric. They proposed I went without gas or electricity supply over night. I have young children. 1.5 hours I spent on the phone and the woman caused me so much distress she made me shout, swear and eventually reduced me to tears. The phone was cut off so I called back, and spoke with a lovely lady who had no issues in providing support with both the gas and electricity. 2 hours it took for a resolution and a lot of unnecessary distress. Unfortunately my tenancy stipulates I cannot change suppliers, otherwise this would be my next step. British Gas, are arrogant, unhelpful and cruel
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
This is absolutely beyond satire; You may find this hard to believe: c Feb 2022, a letter from BG, 'Your new acc' with us...we'll write again soon'. Previous supplier (Together Energy) collapsed, as did many. *Note: Its OFFGEM who hand these accounts to alt' firms, without any consultation or choice of supplier!  More letters from BG. No speak of Direct Debit, so I write to them requesting they set one up. Ignored! Then, a £470 bill. I phone (usual wait is c20-min's), I write. Next, a £830 bill. More letters and calls from me. More junk mail from them!  In Sept 2022, I took it to Ombudsman Services. Late October, BG's own Ombudsman Complaints Team call: ""We apologise .......(etc etc), I will call back in two days to take card details and set-up a DD for you. She did, I quoted the card data, she advised ""1st payment on 3rd December"". On 6th Dec, I checked the bank acc: No payment AND no mention of BG on the account!  The bank's Fraud Team said ""It’s probably just an error from BG"".  By Xmas, an investigator at Ombudsman Services rang and said ""Yes, I agree with you; BG must follow these steps by (whatever date)"" and listed such steps. BG failed to implement one of them! More junk mail, more bills. I have ALL correspondence sent by me and received from BG; my own file on them!  One letter says 'we have a new system; You have a new acc' number', but they continue to use the old customer #! An address on the rear of bills has changed from Nottingham to Sheffield (or vice-versa), plus the return address on the rear of their envelopes is Winchester (though one is from elsewhere!)! Now, I have THREE new bills totalling £6'300+. I have Citizens Advice on it and they're overloaded with this stuff!  *Incidentally, the Ombudsman Services are NOT a Gov agency as you may well assume, they are a company, a private concern. Yes folks, it’s all been privatised, not just the NHS! [To do this, I have to select star ratings on the RHS; I don't want to give this org' any stars, as others have said here.]
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
Only interested in money despite being funded by the British tax payer.  For them to announce profits of nearly £1billion.  They pretend they care for you as a customer.  They will shut you up by saying the estimated bill is paid only to send you a document of another customers account contravening GDPR law via email.  Give you crazy estimated readings to the tune of £3000 charge for less than a months gas for a 2 bed home.  My complaint with British gas is ongoing.  I have been on the phone numerous times, last call was after speaking for nearly 40minutes the Indian call centre lady said their manager will contact back after the weekend at 11am they never did. They are a pathetic excuse of a business.  Lies - don't go near them.  ""Looking after your World"" they really do not.   When will this business learn? more time I'm going to waste sorting this mess out...
”"
British Gas,,Posted 2 months ago,1,"“
the old app use to show use over the month with grapps .. think the new one is useless . gives no info at all really bad app.   when the old one use to be great
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
Your mobile app has went from bad to worse. I can’t see my bills. It asks me to select which account I want to see but doesn’t show me any accounts. Also I cannot find where I can submit a metre reading. 
The app on mobile phone is worse than useless as it merges everything together and you can’t make head or tail of what to do. 
I complained about the app a number of YEARS AGO and nothing has changed for the better. British Gas don’t listen so I’m not expecting anything to change after my, and others comments
”"
British Gas,,Posted 2 months ago,1,"“
Spent four hours over a few days just trying to change address, give final readings etc. Many attempted phone calls only to be told to do it online. I tried many times to do it online however as I have 2 accounts was told to phone. I was number 389 in the queue to chat online and then got a BOT!

Finally spoke to someone today who said she couldn’t do it today. I asked to speak to a manager numerous times, didn’t happen. Appalling service.
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
Shocking customer service 
Been trying to sort out my grossly inaccurate estimated meter readings I’m £2000+ in credit and they continue to raise my direct debit 

Fed up trying to get sorted out going to leave them
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
Would give 0 stars if possible. Been battling for 9 months re overcharging, inaccurate bills, terrible customer service. Have now finally left them but am out of pocket. They just won't listen. Going to also cancel 2 HomeCare agreements and advise anyone who even considers getting involved with BG to run a mile.
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
Just moved in to a property with prepaid meter and I was sent new smart card for gas which does not work to top up in the shops, online or with BG staff so unable to top up, have been calling daily up to 2 hours in my work time for over a week but appalling and insensitive response. Every time I call and explain all the story again to new staff and I was told it is referred to ‘the back office’ or promised engineer would come last Friday but no one arrived and still nothing done and no answer about actual fault. Raised a complain which was closed by themselves without my knowledge and consent so when I raised it again, no response from management even though daily promised that someone will call back. Spoke to Emily today and Shirley yesterday. Can’t believe that management not interested even in complaints at all and feel stuck as when I requested to speak to the manager, I was told away or cannot until 48 hours and now it is a week. I was told that engineer can’t come until I have left £2 in my account or run out so ensuring to make me suffer. Would never go back to them as learned a lesson so be careful. Very poor customer care which is shocking and unbelievable.
”"
British Gas,,Posted 2 months ago,1,"“
If I could leave zero stars I would, 9 months on a total of around 60 hours of phone calls and hundreds of emails they still haven't resolved a miss billing of £2500 and It stills shows as a debt on my account, eventually got Ofgem involved, Would never use or recommend to anyone.
”"
British Gas,,Posted 2 months ago,1,"“
British Gas are absolutely appalling. I've been trying to get my closing credit balance back for a home I moved out of on 12th August. I've rang at least 15 times to speak to someone in the home move team to be told each time its closed, subsequently its closed permanently except for them calling you back which takes 7-10 days. They closed my gas account but not my electric. I couldn't use their online acc system as I had cross over dates......I'm so frustrated, even spoke to someone in complaints who didn't raise it as a complaint. Another call today still no luck....when this finally gets sorted I'm moving suppliers, wish I'd not opened a new acc for my new property with them now.
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
I have finally left BG as I found the customer service was appalling, I’ve joined Octopus who have been ever so helpful getting my DD set up and giving me a monthly bill so I can keep an eye on my bills, being a pensioner this is important being on a fixed income.
BG could do none of the above nor could they read the smart meter for my gas readings online again causing problems with my bills, although the price with Octopus for the gas and electricity is slightly higher for now there daily charge is a lot cheaper, people tend not to look at this but I recon I’m saving up to £50 a year between the two companies, good bye BG hello Octopus.
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
This company absolutely stinks. I was transferred to them when my previous supplier went bust, I had no actual choice in the matter which in this day and age is ridiculous. My main gripe is their billing process which seems to be made up on the hoof; they create bills which they then go on to cancel then recreate in a new image, one that is very much in their own favour. 
The latest wheeze is to create a new app and website but to do this they again have decided to cancel my previous four bills (for which I have always provided my own meter readings) and concoct a new replacement bill based on the dreaded estimated readings which, yes you’ve guessed it!, are far higher than my actual meter readings despite mine being taken a week after the estimates…
They’ve badgered me ever since the switch into having a smart meter installed, at one point telling me it was mandatory and that if I refused they had the right not to supply me further and that I would not be allowed to find another supplier..! Considering that my wife has late stage cancer, and we are on the priority services register as a result of this, I thought this was an insensitive, if not callous, approach to customer service. A few weeks later we received an email apologising and admitting this had been an error and we NOT under any obligation to have the smart meter.
It’s a fact that energy companies have been having an absolute field day at the expense of their customers, bumper record breaking profits while hard up people are forced to choose between eating or freezing. Unfortunately the consumer has no real choice in choosing who provides their gas and electricity which has to be a failure of the so-called free market in this capitalist system. I could go on and on but with my blood pressure rising by the minute I think it best to sign off now. For British Gas, with their 12m customers, some of them a captive clientele, life has never been so rosy; for the rest of us life has never looked so bleak.
”"
British Gas,Verified Reviewer,Posted 2 months ago,5,"“
I know people don't write positive thing but I have to say when my washing machine broke and it was a 2 man job to mend dave and Ben were brilliant there professional yet friendly and I'm happy 😊
”"
British Gas,,Posted 2 months ago,1,"“
Absolutely the worst customer service I've had to deal with. Had to send them many emails of complaint regarding problems with bills etc, either had no response or it took months for a reply. The last complaint was never resolved, British Gas just ignored it and threatened debt collectors instead of resolving the issue. Utterly appalling!
”"
British Gas,,Posted 2 months ago,1,"“
This company are a criminal organisation,they ought to be closed down and the leaders arrested for fraud ! They are only interested in taking your money with zero customer support ,they employ indigenous people in South Africa because they can pay them less wages than in uk ,those people are incompetent,and often cannot answer your issues, that's if they understand your accent and you inderstand theirs, they recently wrote me to say they were changing my account to their new system  which saves them money, from now on you cannot pay them cash but you have to pay them with a bank card  ,my old system quarter bill was due ,they said I'd get it and I could pay  it off ,however it has not happened and now their telling me it will be added onto my new  system quarterly payment  so I will have to pay a six month bill  I told them no  I should as they promised get  my old quarterly bill ,first   i am still waiting  for them to sort it out !
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
Customer service is probably the worst I've experienced.
”"
British Gas,,Posted 2 months ago,1,"“
Only a one star because I can’t leave 0! Few months been receiving random gas bills from accounts I’ve never heard of… while mine is sat at 0.00 for gas and electric. Took me over three hours and 7 different phones calls chats online to find out what’s going on? Been told to throw these bills in the bin? Then today I’ve had an engineer round to take away my gas meter? He’s on no fault of his own not got a clue what’s actully going on. He’s left and said maybe I should get a smart meter? I’ve been on the chat to some one for over an hour trying to sort this out then it cuts of. I’m literally at the end with this supplier.
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
Customer service is diabolical, they owe me money from when I had a prepayment meter, have been months trying to get it credited to my account, the latest lie from them is that they have sent a cheque, that was weeks ago, this company commit fraud on a national scale, the staff are totally useless at their jobs, and the call wait time is hours, being transferred from one incompetent idiot to another, AVOID BRITISH GAS AT ALL COSTS
”"
British Gas,,Posted 2 months ago,1,"“
New site shows nothing. I was in credit . That has disappeared. Very difficult to navigate. The old one was clearer and better
”"
British Gas,,Posted 2 months ago,1,"“
They cut my electric off the day i moved in on a prepayment meter after wiping out all the credit, i had no payment number to top up, i switched to a credit meter, they never refunded me what was left on the prepayment meter, have phoned countless times, but they just fob people off, their staff are totally incompetent and lie all the time, if you switch to a credit meter from a prepayment meter they keep the amount left on the prepayment meter, i know of several people that have had this done to them by british gas, they are thieves, AVOID THEM, i have switched suppliers
”"
British Gas,,Posted 2 months ago,1,"“
The new British Gas app is obsoletely rubbish. Unable to see monthly
payments it only lets you see your credit and upload meter readings you
Have to log on line to view everything else which is so long winded.
Time to look for a new supplier.
”"
British Gas,,Posted 2 months ago,1,"“
This started when my supplier went bust (Together Energy) November 2021 took British Gas 3 months to finally set me up on there system, happy days I thought!! Entered my meter readings for econ7 but online system wanted a third reading(strange I thought) so eventually did so. Got my 1st bill a month or so  later set up for econ7, was paying £46.00 a month ( 1 bed flat electric only) bit steep I thought but kept it for a few months. Next bill come through showing I had used only £22.00 that month so went to the recalculate option which brought down to £25.00 a month, much better I thought. Online meter readings still asking for this 3rd reading. Next thing I'm getting an extra bill for a standard tariff of 100's pound's. March 2022 my deal from the Together Energy which British Gas had kept me on has ended and so my account. British Gas then me up a new account deleting all my old bills and from this on all I keep getting is one bill for standard tariff and one for econ7, after many, many, many calls we chats to Indian, now south African call centre's not one person can understand that I only have 1 meter for econ7, they seem to think I have 2 meters, don't log my readings only ever show estimates, have never shown dd payments only the amounts I'm supposed to owe, so £750 and going up each month I currently have a complaint open (4th) and phoning once month as no one gets back to you as promised, threatening letters now turning up debt collection and all that
My next course of action is the ombudsman, though I don't think they'd be use from what reading
Nil stars If I could, worse customer service I've had the misfortune to deal with and they have the cheak to send a text asking how they did today!!!!!
”"
British Gas,Verified Reviewer,Posted 2 months ago,5,"“
Outstanding service over the phone with Lubalo    Many Thanks
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
I have paid my bill every month and do not intend to stop. BG claims I have debt with them, which is naturally reducing over the summer. I have told them I will look at the outstanding amount in October, and pay it in full. I will also leave British Gas at this point.
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
Wow, I will be switching insurance once we get our sink and shower sorted. We have been told the wrong issue which led to a worse leak. We then have been cancelled on twice as their system didn't seem to understand. I am now having to re-raise a request rather then the company making the request and coming asap. On top of that, they are requesting I pay another visit fee....for an issue they already came to look at and were suppose to fix but haven't shown up twice. Such terrible service. Homeserve here we come.
”"
British Gas,Verified Reviewer,Posted 2 months ago,1,"“
A circus tent held up by toothpicks

Atrocious customer service. Spoke to about 10 different people today, all passing the buck to another department. I literally just needed to confirm a few details for a home move but it's taken all day. I halfway finished setting up with one person, who then gave me the wrong tariff information. After I pointed it out and asked for the cheaper tariff, I was hung up on. I then received a cursory 1-second call-back-and-hang-up, assumedly so she could say she attempted a callback. Waited 40 more minutes for a real callback as assured by the robotic machine voice, didn't happen.

Was also promised £150 credit for sticking with British gas. Nobody I've spoken to has been able to confirm this. At this point, I will probably be switching to a cheaper company with better customer service. The credit was the only reason I was staying with BG, but if they can't even deliver on their promises, there's no point putting myself through the hassle of this terrible customer service.

Also, your website logs me out after about 20 minutes every time, then I have to go through two pages to log back in. It's 2023, your website shouldn't be giving a 2005 customer experience.

Edit: Cancelled and went with Octopus. Set up in 36 minutes. Still waiting on that callback from British Gas. lmao

Edit: Since leaving British Gas, they've continually sent me threatening letters and emails regarding a ""final bill"" that was paid via their own website well before these started. Threatening to send a debt collection agency and then charge me for it. They don't list any phone number and make it as difficult as possible to contact them to say ""HEY! I PAID IT OVER A WEEK AGO!"" So glad I've left this utterly terrible company.

Edit 2: I spent an hour on the phone to an advisor who said that they would sort it out. Then I got an email saying that I paid the money on the new system but they needed me to pay it on the old system (???). They refunded my money to my bank account and have asked me to pay it again, but differently, but have not explained how paying it again will lead to a different result or how to pay it so that they'll actually accept the money. It seems like British Gas is deeply confused about their own processes and is passing that confusion on to the customer.

So, back on the phone I go for another hour to speak to more people who are more confused than I am.
”"
British Gas,,Posted 3 months ago,1,"“
Absolutely useless rang customer service said somebody will ring back next day or two, rang them back up two weeks later, they said I would receive a letter regarding the problem in the next couple of days guess what no letter after two weeks waiting. This is no way of running a company making billions...
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
Absolutely abysmal. I have been trying to get a meter issue sorted since January. Each time I contact them I have to explain it all over again, which takes over an hour. I can't believe they can run the business like this. The online chat is next to useless, takes ages to explain very simple instructions and you are promised appointments that never materialise. 0/10, 1 star is generous.
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
Complaint ref. 5023866128 
British Gas sneaked past staff to install smart meter with half hourly tariff without by law required customer agreement  MOP contract resulting in bills tripling causing collapse of business. The true reason BG & Arvato fell out is that Arvato discovered BG's illegal tactics. BG should face substantial fines. Any lawyer want my evidence contact Rose Cottage Tavern Ltd?
”"
British Gas,,Posted 3 months ago,1,"“
Customer service on the live chat was rubbish. I called because they Changed my customer account number with no explanation in writing beforehand for gas and electricity so the purpose of the call was just to check whether I also needed to amend the payment details I hold for paying my bills through online banking. No help whatsoever, couldn’t answer my main question then got told I had to contact Utilities Direct as I was not with British Gas! My bill clearly said it was!! The live chat then ended for no reason. This took a phone call speaking to a person on the phone to resolve!
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
SHOCKING, I feel sorry for the customer service advisors, they must have to deal with a lot of angry customers. British Gas used to be at the top of the energy company game with a reputation that brought customers to its door. Having been a customer for over 30 years, I am disgusted at the number of issues I have faced with them this year. Their wait time to deal with queries is shocking and I have not had a single issue dealt with in one phone call. It has often taken the entire day or spanned across multiple days.
I have spent the entire day today trying to resolve an issue, I am now on hold on my fourth phone call to them!!!!
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
Paying 400 a month and still in dept of 2k 
Got solar panels we are in summer 2 people and 1 child in the dwelling what in the earth  we can't finish our bills at all and no help
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
Well, where do I start… it was a dark cold day last October.. when my usage went from £1400 a month to £34,000… it’s been a S…show since then..After sending numerous  of photos of a meter I believed to be faulty.. A case handler and a near nervous breakdown… I complain to The energy Ombudsman.. who believe that there is a fault with the meter and go in my favour and we come to a agreement a check meter is to be fitted next to my original meter! (Yay) you think this would be the end of it, and all faults would be rectified and correct bill would be sent… Ohhhh no no no IMserve come out to remove check meter and actually remove my ACTUAL ELECTRIC METER! On said day I phone both BG business and IMserve who both blame each other..shock horror apparently there was never a fault with electric meter IMserve removed… even tho one rate never moved in several months and I was getting charged THOUSANDS a month (all estimated) these guys need to join the circus 🤡 clowns.  still 11 months later NO bill… incompetence at it worst, never have I experienced such awful dreadful service. I would give it a zero if possible.. They expect people to roll while they rob you. DO NOT USE THESE THIEVES
”"
British Gas,,Posted 3 months ago,1,"“
one hour on the phone/live chat. 4 different people and the fairly simple request of moving home and changing the account to the new property still unresolved. Infuriating and really stupid old/new system. Even when you explain to them exactly what the previous person told you, they start from scratch. and still not achieev anything. And then call you for a telephone survey of their customer services. not sure what they are thinking... just dreadful customer service.
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
COMPLAINT 05133302
COMPLAINT 05133302
British gas fraudulently merged my account with my relatives and took money from my direct debit to pay for her energy.
I filed a complaint well over a month ago about it and made numerous calls, emails and live chats trying to sort it but they never bothered so we both left british gas supply.
To this day the case handler PRIYANKA SALUNKE has ignored the complaint and repeatedly tried to forcibly close it down.
I wish I worked for british gas because clearly people like PRIYANKA get paid to SIT AND DO NOTHING ALL DAY.
After being on live chat 5 times since I am promised 'a response within 48 hours' which either doesnt happen at all, or is just priyanka trying to close the case down without ever bothering to reply.
The matter will now be escalated to the ombudsman as to why they used my account for someone elses address and took money from mine to pay someone elses bills and didnt sort it out.
All my emails = TOTALLY IGNORED.
Contacted them on social media, still not sorted.
SHOCKING.
Never did get the money back that they STOLE to pay someone elses bill. AVOID AVOID AVOID.
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
Handlers don’t listen. Repeat themselves over and over again. It’s tiring. Attitude stinks. Unable to move off of their script. Want to charge me and a 12 year old £175 a month … other companies are confirming we use only £109 is gas and electric together! British Gas are greedy and Employ snowflakes
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
Don’t waste your time, don’t care about the customer. Been waiting 8mths for meter repair, while they estimate the bills paying more then I need to. 3 cancels on there end after time they where due to attend. People say they will call never do complete waste of time
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
WTF is going on with British Gas it's not OK to estimate bills for thousands of pounds a month and then threaten debt collection agencies if you don't pay,this is extortion with menaces, send me the actual bill from the correct readings and I will pay my bill you time wasting robbing bastards!
”"
British Gas,,Posted 3 months ago,1,"“
This Company should have the word British taken from them. They are a disgrace.
Warning, if you have solar, move to another company as they will look for ways to stop you generating your own power to you have to buy theirs.
April reported that my live smart meter data stopped recorded, rang countless times and told at least six different stories why this was happening, after 3 months asked for deadlock letter to find my complaint actually had just been binned.
Complaint reopened and engineer sent to my property to look at the meter, decided to replace but DESTROYED my solar set up in the process. Cost hundreds to get another firm out to connect back up safely When area Manager tasked to visit to review problems, couldnt be bothered coming and instead insinuated i was a liar and was intending to report my solar install which he said was illegal, total rubbish. Attempt to bully.
If had been a man, he would not have spoken to me in that threatening way to try to frighten me into not complaining. Meanwhile the new meter fails to give live data also.
They are a disgrace matter now with ombudsman and next its Court for these incompitent , discriminating, exploiters. Only stay with British Gas if you are happy to be overcharged, lied to, fobbed off threatened , discriminated against, and have deep pockets to pay electricians to repair your wiring and happy to have them frustrate your attempts to generate and use your own power.
”"
British Gas,Verified Reviewer,Posted 3 months ago,5,"“
We had an annual boiler check in Ipswich on Friday 18th August 2023 by Mr Connor. He did a very professional work for us. Additionally He installed a two carbon monoxide detectors:upstairs and downstairs. We have received a very good explanation how it works in case of alarm. Mr Connor was very helpful and very kind. Thank you. 
This is my strong recommendation for British Gas. Waldemar from Ipswich / Suffolk.
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
Do not get BG to do any work in your home unless you want a nightmare. After promising ""the best possible heating solution for my home"" it has been an absolute farse because they haven't. I could write a book but to come to the point, cold house through winter 2022 numerous complaints including torn 4k carpet unnecessary broken bathroom wall tiles, storage tanks left in loft, unused pipes left hanging, creaking floor boards and more.
After almost a year they still haven't put things right. I'm 81yrs and I think that they are just hoping that I pop my clogs.
They don't care about their customers and from all account not even their engineers.
Roy O'Grady.
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
As a previous BG customer due to people's energy collapse, I should have known better than to return to them.
My transfer was set up as gas only instead of dual for the EV tariff?
A week of trying to resolve this has driven me beyond distraction.
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
Rip off stay clear - we pay more in standing charge then we use electric. Never ever agree to a renewal contract over the phone if you have a buisness . There is NO cooling off period and you are not protected if you change your mind or like me find out they had your eyes by charging £4.57 a day standing charge which is the most of all electirc suppliers around & customer service is rude , dismissive and most unhelpfull with a waiting time on the phone of over 1 hour ....you couldn't make it up.
Make sure you check out other option take your time !
”"
British Gas,,Posted 3 months ago,1,"“
If you want to waste your time and be totally ignored with any phone calls or emails this is the company to be with. The call centre staff must be laughing at you when you are calling them. Past from one to another rude person. Actually thought after 90mins on the phone I was speaking to someone who was going to resolve my enquiry...Yeah 3 months later NOTHING!
”"
British Gas,,Posted 3 months ago,1,"“
Blame the politicians who allow the policies that create the situation where British gas can exploit, lie, abuse their customers and get away with it, this only happens in a nation with terrible consumer laws, not all nations are like UK in this way. BG have owed me money for a while now I don't hold out much hope of ever getting it back, I get a different story from them if I'm lucky to be able to reach anyone.   Theives, liars and crooks nothing is an accident this is how naked capitalism works folks, you voted for politicians who allow this.
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
Complete and utter trash of a company. The customer service phone operators act childish, sarcastic and like they have no care...which they probably don't.

The gall of a company to act this disgracefully is shamefully.
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
Dirt bags, con artists and rip offs stay well away from this company because you will regret it if you don't. Customer service is terrible. Not even worth a 1 star.
”"
British Gas,,Posted 3 months ago,1,"“
I have spent 6 hours today trying to get an issue resolved with British Gas. The worst customer service I have ever received in my life. 
Evan after they have admitted they have ruined my credit file and potentially stopped my mortgage application they still haven’t resolved the issue. I spent hours talking to different customer service advisors today,passing me from one department to the next promising me a manager would call me soon. Despite them knowing the issue had to be resolved this evening to prevent me loosing my mortgage offer. The customer service advisors didn’t have any empathy or interest in my issue despite British Gas admitting fault. The only dispute on my credit file is a 7 month arrears payment due to them not closing an account when they switch me to pre payment ( a well known complaint throughout the country) I can’t Evan speak to anyone to deal with this as the online chat service is pointless and advisors just tell you it’s being processed and they understand my frustrations. Really? 
I have sent an email of complaint which has also come back with a response of 7-21 days… 
The Facebook message ignores your message and tells you to go on the website. 
7 hours,4 emails, 12 phone calls an absolute waste of time and life damagingBritish Gas
”"
British Gas,,Posted 3 months ago,1,"“
Basically british gas is moving its customers to a new system, but it is not equipped for piority customers and they are not getting their meters read because the new system can book meters readings
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
They overcharge you an outrageous amount when you barely use electricity. Worst energy provider ever. And do not get me started on customer service because they are terrible and useless.
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
Crooks! They are completely unethical.  Their statements make absolutely no sense. Their customer service is appalling.  They charge what they think they can get away with. They need to be investigated by the police fir fraudulent behaviour.  An absolute joke of a company.
”"
British Gas,,Posted 3 months ago,1,"“
Their customer service is non-existent. They answer emails by suggesting you should telephone. Their live chat service is just a chatbot, no human being. They increased my direct debit even though my account is well in credit and then refuse to discuss it at all. Completely awful service, not recommended.
”"
British Gas,,Posted 3 months ago,1,"“
Absolutely horrible customer service and overcharging you. They don't care about you and they only require you to pay bills, but if you need something you'll have spend hours and days trying to reach them.
”"
British Gas,,Posted 3 months ago,1,"“
Absolutely terrible service, as a new customer I would NOT recommend. I’m having an absolute nightmare with this company already and I have only just switched over to them. Don’t even debate swapping over to British Gas. I would go more into it but I’ll get even more angry than I am with them now. I have spent 3 days on the phone with them with every single ‘advisor’ telling me all different things.
”"
British Gas,,Posted 3 months ago,1,"“
This company needs closing down my 74 year old mum as asked for perpayment metes to start paying her bill off but they only put credit meters in and want all her penson
”"
British Gas,,Posted 3 months ago,1,"“
Worst customer service ever. They are aware of the problem and the fact that they owe me money and are not doing anything about it. Been trying for the last 6 weeks.
”"
British Gas,,Posted 3 months ago,1,"“
British gas socks, they installed a new meter and smart meter. It takes them weeks to try and fix a problem and nos I can't top up yet again. Call centre in SA and they no good helping us.
”"
British Gas,,Posted 3 months ago,1,"“
Diabolical service, The very definition of incompetence!
”"
British Gas,Verified Reviewer,Posted 3 months ago,1,"“
Please do not use this company dreadful service. I have made several complaints about the ridiculous amount of money charged on my bill, I have had to work the amount of usage myself using the government’s website the so called experts at BG are unable to do so, my complaint has been on going for 18 months & still not resolved!
”"
British Gas,,Posted 3 months ago,1,"“
Decided to rejoin British Gas and after 2 months I have switched back to octopus. In the time of the switch back to octopus. They have sent me 4 final bills and have said this is what I have used. I just don’t understand how there is 4 final bills. I don’t understand how they’re saying I have spent nearly £70 in 4 days monday-Friday, when I live in a 1 bed apartment which is a new build? It’s been nothing but stressful and I am glad I am leaving them.
”"
British Gas,,Posted 3 months ago,1,"“
Shocking Customer Service, whilst trying to resolve a billing issue
”"
British Gas,,Posted 3 months ago,1,"“
Do not use British Gas!!! Worst company ever - much better and fairer energy suppliers out there
”"
British Gas,,Posted 3 months ago,1,"“
Worst company by far, that I have EVER had the misfortune to deal with.  Boiler installer flooded my laundry, 2ins covering floor also ceiling, walls and newly fitted boiler and electrics.  My large new roof, permeable felt and tiles fitted previous year was damaged by holes resulting in £3650.00 of damage which I had repaired in week before Christmas as storms forecast over the festive period.  I felt I was subjected to harassment and  intimidation as a result of the gas fitter and manager's subsequent visit and I paid my builder for the repair after I received a call from B Gas Insurance Company stating that my case would be closed as manager would not accept responsibility.  A dreadful experience and I am finally finished with this lot!!    I give B Gas NO STARS!
”"
British Gas,Verified Reviewer,Posted 4 months ago,1,"“
Avoid this company worse than anyone .
”"
British Gas,Verified Reviewer,Posted 4 months ago,1,"“
Not only is their website a joke as is their app, there customer service is terrible, hung up on when finally got through, their complaints process is a joke.
”"
